,input_0_RMS_1,input_1_RMS_2,input_2_RMS_3,input_3_RMS_4,input_4_RMS_5,input_5_RMS_6,input_6_RMS_7,input_7_RMS_8,input_8_RMS_9,input_9_RMS_10,input_10_RMS_11,input_11_RMS_12,input_12_RMS_13,input_13_RMS_14,input_14_RMS_15,input_15_RMS_16,input_16_RMS_17,input_17_RMS_18,input_18_RMS_19,input_19_RMS_20,input_20_RMS_21,input_21_RMS_22,input_22_RMS_23,input_23_RMS_24,input_24_MAV_1,input_25_MAV_2,input_26_MAV_3,input_27_MAV_4,input_28_MAV_5,input_29_MAV_6,input_30_MAV_7,input_31_MAV_8,input_32_MAV_9,input_33_MAV_10,input_34_MAV_11,input_35_MAV_12,input_36_MAV_13,input_37_MAV_14,input_38_MAV_15,input_39_MAV_16,input_40_MAV_17,input_41_MAV_18,input_42_MAV_19,input_43_MAV_20,input_44_MAV_21,input_45_MAV_22,input_46_MAV_23,input_47_MAV_24,input_48_WL_1,input_49_WL_2,input_50_WL_3,input_51_WL_4,input_52_WL_5,input_53_WL_6,input_54_WL_7,input_55_WL_8,input_56_WL_9,input_57_WL_10,input_58_WL_11,input_59_WL_12,input_60_WL_13,input_61_WL_14,input_62_WL_15,input_63_WL_16,input_64_WL_17,input_65_WL_18,input_66_WL_19,input_67_WL_20,input_68_WL_21,input_69_WL_22,input_70_WL_23,input_71_WL_24,input_72_ZC_1,input_73_ZC_2,input_74_ZC_3,input_75_ZC_4,input_76_ZC_5,input_77_ZC_6,input_78_ZC_7,input_79_ZC_8,input_80_ZC_9,input_81_ZC_10,input_82_ZC_11,input_83_ZC_12,input_84_ZC_13,input_85_ZC_14,input_86_ZC_15,input_87_ZC_16,input_88_ZC_17,input_89_ZC_18,input_90_ZC_19,input_91_ZC_20,input_92_ZC_21,input_93_ZC_22,input_94_ZC_23,input_95_ZC_24,input_96_SSC_1,input_97_SSC_2,input_98_SSC_3,input_99_SSC_4,input_100_SSC_5,input_101_SSC_6,input_102_SSC_7,input_103_SSC_8,input_104_SSC_9,input_105_SSC_10,input_106_SSC_11,input_107_SSC_12,input_108_SSC_13,input_109_SSC_14,input_110_SSC_15,input_111_SSC_16,input_112_SSC_17,input_113_SSC_18,input_114_SSC_19,input_115_SSC_20,input_116_SSC_21,input_117_SSC_22,input_118_SSC_23,input_119_SSC_24,TRAJ_1,type,subject,trajectory,date_time,TRAJ_GT,VIDEO_STAMP,original_time,output_0
0,16.04625813079174,15.189641207085835,15.291749409403753,15.69957961220618,15.650111820686776,15.237637612175977,14.803729259885834,14.723124668357597,15.325651699030615,14.488478180954687,14.617017479636534,14.92857662337572,15.147620275145531,15.3783093999308,15.893935950544156,15.476924759137392,14.234507367661164,18.427566307030347,377.914336325046,162.6591147154072,248.61834928259015,122.46606550387745,22.17839489232708,18.685288330662708,13.3128,12.406,12.4088,12.6816,12.5436,12.4096,12.112,11.984,11.8116,11.8904,11.9668,12.1608,12.3072,12.5252,13.0676,12.4712,11.8524,14.1776,183.4504,88.8052,127.7436,66.1476,17.2252,15.5752,17.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,9.0,8.0,7.0,6.0,13.0,11.0,9.0,13.0,-3.0,-231.0,77.0,-155.0,-75.0,0.0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,2,2,5,9,2,4,5,2,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,5.178819471601502,6.029012848352944,0.0
1,15.32845719568672,14.85625794067941,15.206169800446133,15.45078638775386,15.528889206894355,15.571486762669775,14.765188789852976,14.308990181001592,19.11120090418182,14.236137116507413,14.52842730649123,14.707984226262958,15.039707443963131,16.926618091042286,16.94836865305921,15.706724674482583,13.680175437471553,18.51391908808073,391.51200083777763,168.97334937794184,255.54676910499182,129.9620529231514,21.618640105242513,17.235509856108116,12.2848,11.89,12.2828,12.3204,12.388,12.6344,11.9476,11.4424,15.0996,11.4668,11.7424,11.7712,12.0608,13.2736,13.2704,12.6372,11.0272,14.23,248.2252,115.2224,161.1592,91.1584,16.332,14.1012,-4.0,-1.0,3.0,0.0,2.0,5.0,-3.0,-5.0,34.0,-4.0,-3.0,-5.0,-2.0,-6.0,-5.0,-9.0,-9.0,-14.0,-107.0,25.0,-52.0,-49.0,-8.0,-10.0,2,2,2,2,2,3,2,2,0,1,1,2,2,6,6,1,0,1,1,2,1,1,1,1,5,3,5,6,7,2,3,4,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,5.422727745537765,6.272921122289207,0.0
2,11.227323812912854,11.427265639688263,11.921644181907125,11.814313352878363,12.071238544573626,12.4528711548783,12.03940197850375,11.123632500222218,19.89702490323616,10.989849862486748,11.230707902888401,11.225435403582349,11.559013798763285,14.618659309252678,14.047049512264133,11.8593423089141,10.537551897855593,11.370576062803503,106.040794037012,49.097572241405175,60.51813281984169,47.04670445419105,12.449562241299892,11.322985472038724,8.6648,8.8992,9.4832,9.314,9.574,9.734,9.3584,8.6376,15.7956,8.6304,8.8928,8.7872,9.1156,11.0724,10.526,9.3296,8.2104,9.1092,85.2764,41.1716,43.3396,39.122,9.562,8.794,-2.0,7.0,12.0,12.0,10.0,2.0,0.0,4.0,-12.0,1.0,6.0,7.0,7.0,11.0,8.0,1.0,-5.0,10.0,215.0,-61.0,159.0,73.0,5.0,-1.0,1,1,1,1,1,5,1,0,1,0,1,1,1,4,4,1,0,0,0,0,0,0,0,0,4,9,6,5,13,1,3,6,1,1,3,1,5,2,1,0,0,0,0,0,0,0,1,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,5.666636019474028,6.516829396225471,0.0
3,10.343635724444283,10.554619841567009,10.679063629363766,10.940457028844818,11.178389866165878,11.321960960893657,11.190227879717195,10.755519513254578,20.191562594311517,10.095424706271649,10.061013865411379,10.417754076575239,10.625629393123026,12.163650767758831,11.632987578434012,10.637499706227963,9.812237257628864,10.156672683512056,28.58305092183128,17.205964082259385,12.878866409742745,17.34258342923568,10.377668331566586,10.401307610103645,7.9012,8.1512,8.3216,8.5264,8.7268,8.8044,8.6556,8.242,16.88,7.844,7.8296,8.1184,8.3336,9.5952,9.1504,8.2828,7.5152,7.8092,22.0932,13.6764,9.6684,13.286,7.9864,8.088,12.0,7.0,4.0,4.0,3.0,-3.0,6.0,9.0,-48.0,8.0,10.0,6.0,4.0,2.0,7.0,13.0,16.0,18.0,71.0,-25.0,36.0,39.0,10.0,15.0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,13,1,3,7,0,0,3,0,4,4,1,2,0,0,0,0,0,0,1,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,5.910544293410291,6.760737670161734,0.0
4,9.999119961276593,10.233923978611527,10.48831731022665,10.8184102344106,10.9455927203601,10.742532289921218,10.644247272588137,10.266508656792727,15.996149536685383,9.839552835368078,9.9748283193246,10.514447203728782,10.574535450789316,11.682961953203478,11.230814752278661,10.403307166473555,9.453740000655825,9.511908325882876,11.190585328748448,10.326780718113461,10.109104807053887,10.390919112378846,9.990055054903351,9.91328401691387,7.752,7.9788,8.1648,8.442,8.5612,8.4116,8.292,7.9468,12.8192,7.7064,7.7908,8.2664,8.3128,9.1636,8.8384,8.1512,7.282,7.2884,8.9076,8.0864,7.8892,8.248,7.8252,7.7412,12.0,11.0,8.0,6.0,8.0,11.0,17.0,9.0,30.0,12.0,9.0,11.0,8.0,-3.0,-2.0,8.0,13.0,13.0,26.0,7.0,13.0,21.0,14.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,7,2,4,4,1,2,2,1,5,3,0,3,1,0,0,0,1,0,0,1,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,6.154452567346555,7.004645944097997,0.0
5,9.787951777568175,10.049855720357382,10.426216955348666,10.742979102651182,10.868615367193744,10.013850408309482,10.206037428894723,9.949894471802201,10.351193167939627,9.691377611052001,9.921955452429728,10.445994447633982,10.446607104701506,10.825599290570477,10.507464013738044,10.164959419495977,9.225573152926597,9.306320432910098,9.456955112508465,9.667222972498358,10.01239232151837,10.04826353157599,9.7963666734152,9.506418884101416,7.4832,7.722,8.054,8.3244,8.43,7.726,7.7976,7.5956,7.9096,7.4612,7.6404,8.0636,8.0604,8.3856,8.1492,7.808,6.9808,7.0356,7.1628,7.3264,7.6864,7.7284,7.5408,7.2152,0.0,0.0,-1.0,-1.0,2.0,5.0,3.0,0.0,16.0,2.0,-1.0,2.0,6.0,9.0,8.0,4.0,0.0,-1.0,4.0,-2.0,1.0,11.0,10.0,6.0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,5,10,2,5,4,3,3,2,1,4,2,0,5,1,1,0,0,1,0,0,1,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,6.398360841282819,7.248554218034261,0.0
6,9.862210705516285,9.90698743312012,10.019461063350663,10.270754597399355,10.466326958393761,10.055983293542209,10.224499987774463,10.093522675458752,9.504420024388653,9.63313033234784,9.622536048256716,9.93474710297147,10.074939205771914,10.286612659179891,10.321840921076046,10.036931802099684,9.38686316082215,9.340835080441149,9.323089616645332,9.692285592160395,9.79213970488575,9.820366591935354,9.787543103353364,9.693441081473596,7.592,7.646,7.7944,8.0228,8.1568,7.7684,7.8988,7.7632,7.338,7.4356,7.4212,7.6648,7.7756,8.0312,8.0484,7.7416,7.1652,7.1008,6.9736,7.4276,7.4764,7.5044,7.4712,7.3708,-21.0,-19.0,-19.0,-18.0,-18.0,-20.0,-21.0,-19.0,-27.0,-22.0,-23.0,-25.0,-24.0,-24.0,-21.0,-24.0,-26.0,-26.0,-23.0,-28.0,-31.0,-28.0,-25.0,-23.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,5,8,2,4,4,2,1,1,1,1,1,0,6,0,1,0,0,0,0,0,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,6.642269115219082,7.4924624919705245,0.0
7,10.147472591734358,10.185244228785091,10.189896957280775,10.284921001155041,10.36376379506982,10.000339994220196,10.446855986372167,10.291161256145974,9.550664898319907,9.91602743037755,9.839044669072297,9.983846953955174,9.999179966377243,10.221682836010908,10.354998792853623,10.174595815068036,9.693523611153996,9.646367191849997,9.534715517518077,9.901898807804491,9.82899791433491,9.903898222417272,10.013131378345138,9.877226331313867,7.9632,8.0152,8.0764,8.2164,8.2548,7.7964,8.1208,8.0528,7.4936,7.81,7.7588,7.8788,7.8748,8.1052,8.1948,7.9736,7.5332,7.4668,7.2124,7.7572,7.5716,7.7,7.7652,7.5988,-3.0,-1.0,2.0,4.0,2.0,-1.0,-3.0,-2.0,-5.0,-4.0,-1.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,1,2,3,0,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,6.886177389155345,7.736370765906788,0.0
8,10.014269818613837,10.17278722868025,10.384507691749281,10.684830368330609,10.81750433325543,10.119703552970314,10.503599383068643,10.167241513803043,9.3334666657143,9.775356770982837,9.80120400767171,10.089975222962641,10.087953211628214,10.121699462046875,10.056500385322918,10.104454463255301,9.469741284744796,9.47915608058017,9.517751835386337,9.705482986436069,9.679607430056242,9.711766059785418,9.67001551188001,9.48094931955656,7.8104,7.972,8.1788,8.4608,8.4968,7.81,8.1016,7.92,7.2272,7.6448,7.6692,7.9252,7.906,7.9288,7.8236,7.8456,7.2656,7.2512,7.194,7.4316,7.3892,7.4472,7.4012,7.1924,21.0,18.0,18.0,19.0,20.0,20.0,20.0,20.0,19.0,21.0,19.0,21.0,23.0,26.0,25.0,23.0,21.0,18.0,17.0,21.0,22.0,22.0,22.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,6,0,3,3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,0.0,7.1300856630916085,7.980279039843051,0.0
9,49.27210163977177,44.56055206121217,42.87228475367274,42.5066300710842,44.752577579397595,43.19399032272892,41.92661684419576,43.421137709645514,54.45162991132589,52.090690147088665,43.939144279332524,42.314621586397294,43.55632215878655,43.847891625481836,40.718634554709716,46.49413726482082,44.47147400300557,62.76382716182945,478.747177119615,185.12879408671142,333.6048434900189,182.33411968142443,55.14850859270811,75.98887550161537,36.8656,33.0532,31.6496,31.3728,33.07,32.1672,30.9212,32.0936,38.5912,37.6024,32.4756,31.1936,32.2828,33.8072,31.1104,36.2336,32.5008,45.8788,283.682,93.4696,204.1324,124.62,41.9844,60.226,-107.0,-97.0,-96.0,-92.0,-105.0,-105.0,-101.0,-105.0,-108.0,-93.0,-85.0,-83.0,-108.0,-122.0,-102.0,-78.0,-61.0,-39.0,211.0,-137.0,93.0,17.0,-55.0,-9.0,30,34,28,26,32,26,28,32,26,30,32,26,28,30,28,28,30,18,3,22,3,7,22,9,11,15,14,16,22,8,15,12,4,8,7,9,16,12,5,6,3,6,2,7,7,5,7,6,1.0,emg_gestures,4.0,repeats_long,2018-03-28 12:38:01.391,1.0,7.861810484900398,8.71200386165184,1.0
